paper_id,route_id,route_node_id,target_entity_id,target_material,route_role,material_provenance,process_summary,normalized_tags,precursors,solvents,polymer_components,additives,final_form,step_count,step_types,steps_json,confidence,title,doi,year,journal,source_json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,route_3,route:003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired:route_3,,Pelletized Test Cell,cell_assembly,lab_synthesis,"Layer-by-layer pressing of electrolyte, cathode composite, and anode composite in a die.",cold_pressing; layer_by_layer,Li2S-P2S5 electrolyte powder; Cathode composite; Anode composite,,,,pellet,1,pressing,"[""atmosphere"": ""Ar"", ""cooling_rate"": null, ""equipment"": ""hydraulic press"", ""evidence"": [""All the cell components were compressed together and completely pelletized by using a hydraulic press (at 25 °C, 4 ton for 30 s were applied to the 13 mm die).""], ""heating_rate"": null, ""notes"": ""Electrolyte spread, temporally compressed. Cathode spread and compressed. Anode spread and compressed. All components compressed together."", ""pressure"": ""4 ton (on 13 mm die)"", ""step_index"": 1, ""temperature"": ""25 °C"", ""time"": ""30 s"", ""type"": ""pressing""]",0.9,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired,route_4,route:003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired:route_4,,Practical Size Cell Electrodes,electrode_preparation,lab_synthesis,"Wet slurry coating for cathode and anode, drying, and cutting.",coating; slurry_casting; wet_process,LZO coated NCA; Li2S-P2S5 electrolyte; Carbon nanotube; Nitrile butadiene rubber binder; Artificial graphite; PVdF,Xylene; NMP,Nitrile butadiene rubber; PVdF,,electrode film,3,coating; drying; mixing,"[""atmosphere"": ""dry room"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""conductive carbon based on a carbon nanotube (5 wt%) and a nitrile butadiene rubber based hydrocarbon polymer binder (2 wt%) in dehydrated xylene. The slurry was used to coat carbon coated aluminum foil. After evaporation of the xylene, the electrodes were cut into predetermined shapes, and dried at 60 °C in a vacuum oven for 8 h. All processes in preparing the cathode were carried out in a dry room (dew point below -50 °C). The anode electrode was prepared from typical PVdF slurry under a normal atmosphere. The electrode was composed of 95 wt% artificial graphite and 5 wt% PVdF. A nickel current corrector was adopted for the anode. The loading levels of the electrodes were at 35 and 14 mg cm ^-2 for the cathode and anode, respectively.""], ""heating_rate"": null, ""notes"": ""Cathode slurry prepared in xylene. Anode slurry prepared in NMP."", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""doctor blade"", ""evidence"": [""The slurry was used to coat carbon coated aluminum foil."", ""The anode slurry was coated with 10 \\mu m thick nickel foil using a doctor blade.""], ""heating_rate"": null, ""notes"": ""Slurry coated on current collectors."", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""coating"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""vacuum oven"", ""evidence"": [""dried at 60 °C in a vacuum oven for 8 h."", ""The electrode was dried at 60 °C for 1 h, and then dried at 80 °C under a vacuum below 0.1 torr for 18 h.""], ""heating_rate"": null, ""notes"": ""Cathode dried at 60 °C for 8 h. Anode dried at 60 °C for 1 h, then 80 °C under vacuum for 18 h."", ""pressure"": ""vacuum"", ""step_index"": 3, ""temperature"": ""60 °C"", ""time"": ""8 h (cathode), 1 h + 18 h (anode)"", ""type"": ""drying""]",0.9,A rocking chair type all-solid-state lithium ion battery adopting Li_2O-ZrO_2 coated LiNi_0.8Co_0.15Al_0.05O_2 and a sulfide based electrolyte,,2013,,信息提取结果/003-A_rocking_chair_type_all-solid-state_lithium_ion_battery_adopting_Li2O-ZrO2_coated_LiNi0.8Co0.15Al0.05O2_and_a_sulfide_based_electrolyte.repaired/sse_extraction.json
004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4,route_1,route:004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4:route_1,,Li3PS4,electrolyte_synthesis,lab_synthesis,Solid-state reaction of Li2S and P2S5 in quartz tube at 773 K for 5 days.,sintering; solid_state_reaction,Li2S; P2S5,,,,powder,2,mixing; sintering,"[""atmosphere"": ""Ar"", ""cooling_rate"": null, ""equipment"": ""glove box"", ""evidence"": [""These were weighed, mixed in appropriate molar ratios in an argon-filled glove box""], ""heating_rate"": null, ""notes"": ""mixed in appropriate molar ratios in an argon-filled glove box"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": ""vacuum/sealed quartz"", ""cooling_rate"": ""slowly cooled"", ""equipment"": ""quartz tube"", ""evidence"": [""placed into a quartz tube and heated at a fixed reaction temperature."", ""The X-ray diffraction pattern of the sample synthesized at 773 K for 5 days showed new diffraction lines""], ""heating_rate"": null, ""notes"": ""placed into a quartz tube and heated at a fixed reaction temperature"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""773 K"", ""time"": ""5 days"", ""type"": ""sintering""]",0.95,Crystal structure and phase transitions of the lithium ionic conductor Li_3PS_4,,2010,,信息提取结果/004-Crystal_structure_and_phase_transitions_of_the_lithium_ionic_conductor_Li3PS4/sse_extraction.json
005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery,route_1,route:005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery:route_1,E1,Li7La3Zr2O12 (LLZ) pellets,electrolyte_synthesis,lab_synthesis,Prepared following Ref [7]; dense pellets formed.,sintering; solid_state_reaction,,,,,dense pellets,0,,[],0.8,Characterization of the interface between LiCoO_2 and Li_7La_3Zr_2O_12 in an all-solid-state rechargeable lithium battery,,2010,,信息提取结果/005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery/sse_extraction.json
005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery,route_2,route:005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery:route_2,,LiCoO2 thin film on LLZ,coating_or_interface,lab_synthesis,Pulsed laser deposition of LiCoO2 on LLZ pellet.,film_casting; pulsed_laser_deposition,Li-Co-O target,,,,thin film,1,pulsed_laser_deposition,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""Nd:YAG laser (266 nm)"", ""evidence"": [""Thin films of LiCoO_2 (approximately 100 nm in thickness) were deposited on one mirror-polished side of each LLZ pellet by pulsed laser deposition at 937 K for 1 h."", ""energy fluence reached 1.0 J cm^-2 at the target surface""], ""heating_rate"": null, ""notes"": ""Energy fluence 1.0 J cm^-2"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""937 K"", ""time"": ""1 h"", ""type"": ""pulsed_laser_deposition""]",0.95,Characterization of the interface between LiCoO_2 and Li_7La_3Zr_2O_12 in an all-solid-state rechargeable lithium battery,,2010,,信息提取结果/005-Characterization_of_the_interface_between_LiCoO2_and_Li7La3Zr2O12_in_an_all-solid-state_rechargeable_lithium_battery/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,route_LBO_synthesis,route:006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing:route_LBO_synthesis,E1,Li3BO3,electrolyte_synthesis,lab_synthesis,"Ball-milling of Li2CO3 and B2O3, followed by sintering at 600 °C for 10 h.",mechanical_milling; sintering,Li2CO3; B2O3,,,,powder/pellet,2,ball_milling; sintering,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""LBO was synthesized by ball-milling a mixture of Li_2CO_3 and B_2O_3 ""], ""heating_rate"": null, ""notes"": ""mixture of Li2CO3 and B2O3"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""ball_milling"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""and then sintering at 600 °C for 10 h.""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 2, ""temperature"": ""600 °C"", ""time"": ""10 h"", ""type"": ""sintering""]",0.95,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,route_LLZONb_ref,route:006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing:route_LLZONb_ref,E2,LLZONb,electrolyte_synthesis,lab_synthesis,Conventional solid-state reaction (details referenced).,solid_state_reaction,,,,,bulk pellet,1,solid_state_reaction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""1 mm thick, 12 mm diameter bulk pellet) was fabricated by conventional solid-state reaction [8].""], ""heating_rate"": null, ""notes"": ""conventional solid-state reaction [8]"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""solid_state_reaction""]",0.8,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing,route_cell_fabrication,route:006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing:route_cell_fabrication,,All-solid-state battery,cell_assembly,not_reported,"Screen printing of LCO/LBO paste on LLZONb, annealing at 700 °C, Li deposition.",annealing; screen_printing; vacuum_deposition,LCO; LBO; Ethyl cellulose,,,,battery_cell,4,annealing; mixing; screen_printing; vacuum_deposition,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""A screen printing paste of the cathode layer material was prepared by mixing LCO and LBO powder in a 75:25 (wt.%), with ethyl cellulose as a binder.""], ""heating_rate"": null, ""notes"": ""LCO and LBO powder in a 75:25 (wt.%)"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The paste was then printed on the top side of the LLZONb pellet""], ""heating_rate"": null, ""notes"": ""printed on the top side of the LLZONb pellet"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""screen_printing"", ""atmosphere"": ""air"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""and annealed at 700 °C for 1 h to melt the LBO and remove any organic materials.""], ""heating_rate"": null, ""notes"": ""to melt the LBO and remove any organic materials"", ""pressure"": null, ""step_index"": 3, ""temperature"": ""700 °C"", ""time"": ""1 h"", ""type"": ""annealing"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Lithium metal as the active anode material was deposited on the opposite side of the LLZONb pellet using a vacuum deposition process.""], ""heating_rate"": null, ""notes"": ""Lithium metal ... deposited on the opposite side"", ""pressure"": null, ""step_index"": 4, ""temperature"": null, ""time"": null, ""type"": ""vacuum_deposition""]",0.95,All-solid-state lithium ion battery using garnet-type oxide and Li3BO3 solid electrolytes fabricated by screen-printing,,2013,,信息提取结果/006-All-solid-state_lithium_ion_battery_using_garnet-type_oxide_and_Li3BO3_solid_electrolytes_fabricated_by_screen-printing/sse_extraction.json
007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte,route_1,route:007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte:route_1,E1,Li6.75La3Zr1.75Nb0.25O12,electrolyte_synthesis,lab_synthesis,Conventional solid-state reaction followed by sintering into a bulk pellet.,sintering; solid_state_reaction,,,,,bulk pellet,2,pellet_processing; solid_state_reaction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""1 shows charge-discharge curves of the all-solid-state lithium ion battery.""], ""heating_rate"": null, ""notes"": ""conventional solid-state reaction"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""solid_state_reaction"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""a 2 mm thick, 13 mm diameter bulk LLZONb pellet was prepared""], ""heating_rate"": null, ""notes"": ""2 mm thick, 13 mm diameter bulk LLZONb pellet"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""pellet_processing""]",0.9,Electrochemical performance of an all-solid-state lithium ion battery with garnet-type oxide electrolyte,,2011,,信息提取结果/007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte/sse_extraction.json
007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte,route_2,route:007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte:route_2,,LCO cathode film,electrode_preparation,lab_synthesis,"Pulsed-laser deposition (PLD) of LCO on LLZONb pellet, followed by annealing.",annealing; film_casting; pulsed_laser_deposition,,,,,thin film,2,annealing; deposition,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""4ω-Nd:yttrium-aluminum-garnet (YAG) laser"", ""evidence"": [""LCO was deposited by PLD (4ω-Nd:yttrium-aluminum-garnet (YAG) laser, λ = 266 nm, \\~1 J cm ^-2 pulse ^-1 , \\~20 ns, 10 Hz)""], ""heating_rate"": null, ""notes"": ""λ = 266 nm, ~1 J cm^-2 pulse^-1, ~20 ns, 10 Hz"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""deposition"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""annealing at 600 °C""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 2, ""temperature"": ""600 °C"", ""time"": null, ""type"": ""annealing""]",0.9,Electrochemical performance of an all-solid-state lithium ion battery with garnet-type oxide electrolyte,,2011,,信息提取结果/007-Electrochemical_performance_of_an_all-solid-state_lithium_ion_battery_with_garnet-type_oxide_electrolyte/sse_extraction.json
008-Fabrication_of_all-solid-state_lithium_battery_with_lithium_metal_anode_using_Al2O3-added_Li7La3Zr2O12_solid_electrolyte,route_1,route:008-Fabrication_of_all-solid-state_lithium_battery_with_lithium_metal_anode_using_Al2O3-added_Li7La3Zr2O12_solid_electrolyte:route_1,,LLZ precursor powder,precursor_synthesis,lab_synthesis,"Solid-state reaction of LiOH, La(OH)3, and ZrO2 followed by calcination at 900 °C.",calcination; solid_state_reaction,LiOH; La(OH)3; ZrO2,,,,powder,2,calcination; mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""agate mortar"", ""evidence"": [""LiOH (Kanto Kagaku) La(OH)_3 (Shinetsu kagaku) and ZrO_2 (TOHSO) (molar ratio = 7:3:2) were mixed in agate mortar""], ""heating_rate"": null, ""notes"": ""molar ratio = 7:3:2"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""and then calcined at 900 °C for 6 h.""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 2, ""temperature"": ""900 °C"", ""time"": ""6 h"", ""type"": ""calcination""]",0.95,Fabrication of all-solid-state lithium battery with lithium metal anode using Al2O3-added Li7La3Zr2O12 solid electrolyte,,2011,,信息提取结果/008-Fabrication_of_all-solid-state_lithium_battery_with_lithium_metal_anode_using_Al2O3-added_Li7La3Zr2O12_solid_electrolyte/sse_extraction.json
008-Fabrication_of_all-solid-state_lithium_battery_with_lithium_metal_anode_using_Al2O3-added_Li7La3Zr2O12_solid_electrolyte,route_2,route:008-Fabrication_of_all-solid-state_lithium_battery_with_lithium_metal_anode_using_Al2O3-added_Li7La3Zr2O12_solid_electrolyte:route_2,E1,Al2O3-added Li7La3Zr2O12 pellet,electrolyte_synthesis,lab_synthesis,"Addition of 1.25 mol% gamma-Al2O3, pelletizing, and calcination at 1000 °C for 36 h.",calcination; pelletizing; sintering_additive; solid_state_reaction,LLZ powder; gamma-Al2O3,,,gamma-Al2O3,pellet,4,calcination; mixing; pelletizing; polishing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""1.25 mol% of \\gamma-Al_2O_3 (Daimei Kagaku) was added to the obtained LLZ powder.""], ""heating_rate"": null, ""notes"": ""1.25 mol% of gamma-Al2O3 added to LLZ powder"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The Al_2O_3 -added powder was pelletized into a pellet with 13 mm diameter""], ""heating_rate"": null, ""notes"": ""13 mm diameter"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""pelletizing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""and then calcined at 900-1100 °C for 36 h."", ""optimum calcination temperature for Al_2O_3 -added LLZ pellet is 1000^\\circC ""], ""heating_rate"": null, ""notes"": ""Optimum temperature selected from 900-1100 °C range"", ""pressure"": null, ""step_index"": 3, ""temperature"": ""1000 °C"", ""time"": ""36 h"", ""type"": ""calcination"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""After calcination, the pellets were polished to obtain flat surface and to control its thickness to 1 mm.""], ""heating_rate"": null, ""notes"": ""Thickness controlled to 1 mm"", ""pressure"": null, ""step_index"": 4, ""temperature"": null, ""time"": null, ""type"": ""polishing""]",0.95,Fabrication of all-solid-state lithium battery with lithium metal anode using Al2O3-added Li7La3Zr2O12 solid electrolyte,,2011,,信息提取结果/008-Fabrication_of_all-solid-state_lithium_battery_with_lithium_metal_anode_using_Al2O3-added_Li7La3Zr2O12_solid_electrolyte/sse_extraction.json
009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4,route_1,route:009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4:route_1,,Na3PS4 precursor mixture,precursor_synthesis,lab_synthesis,Mechanical milling of Na2S and P2S5.,mechanical_milling,Na2S; P2S5,,,,powder,1,ball_milling,"[""atmosphere"": ""dry Ar"", ""cooling_rate"": null, ""equipment"": ""planetary ball mill (Fritsch, Pulverisette 7)"", ""evidence"": [""The mechanochemical reaction was performed for 0.5-20 h at a fixed rotation speed of the base disk of 510 rpm.""], ""heating_rate"": null, ""notes"": ""510 rpm, ZrO2 vessel and balls"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": ""0.5-20 h"", ""type"": ""ball_milling""]",0.95,High sodium ion conductivity of glass-ceramic electrolytes with cubic Na_3PS_4,,2014,,信息提取结果/009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4/sse_extraction.json
009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4,route_2a,route:009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4:route_2a,E1,"Na3PS4 glass-ceramic (MM 20h, HT 270C 2h)",electrolyte_synthesis,lab_synthesis,Heat treatment of milled powder at 270 °C for 2 h.,annealing; heat_treatment,Milled Na3PS4 precursor,,,,glass-ceramic powder,1,heat_treatment,"[""atmosphere"": ""dry Ar"", ""cooling_rate"": null, ""equipment"": ""electric furnace"", ""evidence"": [""<tr><td>MM: 20 h → HT: 270 °C, 2 h</td>""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": ""270 °C"", ""time"": ""2 h"", ""type"": ""heat_treatment""]",0.95,High sodium ion conductivity of glass-ceramic electrolytes with cubic Na_3PS_4,,2014,,信息提取结果/009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4/sse_extraction.json
009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4,route_2b,route:009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4:route_2b,E2,"Na3PS4 glass-ceramic (MM 5h, HT 270C 2h)",electrolyte_synthesis,lab_synthesis,Heat treatment of milled powder at 270 °C for 2 h.,annealing; heat_treatment,Milled Na3PS4 precursor,,,,glass-ceramic powder,1,heat_treatment,"[""atmosphere"": ""dry Ar"", ""cooling_rate"": null, ""equipment"": ""electric furnace"", ""evidence"": [""<tr><td>MM: 5 h → HT: 270 °C, 2 h</td>""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": ""270 °C"", ""time"": ""2 h"", ""type"": ""heat_treatment""]",0.95,High sodium ion conductivity of glass-ceramic electrolytes with cubic Na_3PS_4,,2014,,信息提取结果/009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4/sse_extraction.json
009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4,route_2c,route:009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4:route_2c,E3,"Na3PS4 glass-ceramic (MM 1.5h, HT 270C 2h)",electrolyte_synthesis,lab_synthesis,Heat treatment of milled powder at 270 °C for 2 h.,annealing; heat_treatment,Milled Na3PS4 precursor,,,,glass-ceramic powder,1,heat_treatment,"[""atmosphere"": ""dry Ar"", ""cooling_rate"": null, ""equipment"": ""electric furnace"", ""evidence"": [""<tr><td>MM: 1.5 h → HT: 270 °C, 2 h</td>""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": ""270 °C"", ""time"": ""2 h"", ""type"": ""heat_treatment""]",0.95,High sodium ion conductivity of glass-ceramic electrolytes with cubic Na_3PS_4,,2014,,信息提取结果/009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4/sse_extraction.json
009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4,route_2d,route:009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4:route_2d,E4,"Na3PS4 glass-ceramic (MM 1.5h, HT 270C 1h)",electrolyte_synthesis,lab_synthesis,Heat treatment of milled powder at 270 °C for 1 h.,annealing; heat_treatment,Milled Na3PS4 precursor,,,,glass-ceramic powder,1,heat_treatment,"[""atmosphere"": ""dry Ar"", ""cooling_rate"": null, ""equipment"": ""electric furnace"", ""evidence"": [""<tr><td>MM: 1.5 h → HT: 270 °C, 1 h</td>""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": ""270 °C"", ""time"": ""1 h"", ""type"": ""heat_treatment""]",0.95,High sodium ion conductivity of glass-ceramic electrolytes with cubic Na_3PS_4,,2014,,信息提取结果/009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4/sse_extraction.json
009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4,route_2e,route:009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4:route_2e,E5,"Na3PS4 glass-ceramic (MM 1.5h, HT 220C 4h)",electrolyte_synthesis,lab_synthesis,Heat treatment of milled powder at 220 °C for 4 h.,annealing; heat_treatment,Milled Na3PS4 precursor,,,,glass-ceramic powder,1,heat_treatment,"[""atmosphere"": ""dry Ar"", ""cooling_rate"": null, ""equipment"": ""electric furnace"", ""evidence"": [""<tr><td>MM: 1.5 h → HT: 220 °C, 4 h</td>""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": ""220 °C"", ""time"": ""4 h"", ""type"": ""heat_treatment""]",0.95,High sodium ion conductivity of glass-ceramic electrolytes with cubic Na_3PS_4,,2014,,信息提取结果/009-High_sodium_ion_conductivity_of_glass_ceramic_electrolytes_with_cubic_Na3PS4/sse_extraction.json
010-Sulfur-carbon_composite_electrode_for_all-solid-state_Li_S_battery_with_Li2S-P2S5_solid_electrolyte,route_1,route:010-Sulfur-carbon_composite_electrode_for_all-solid-state_Li_S_battery_with_Li2S-P2S5_solid_electrolyte:route_1,E1,80Li2S·20P2S5 glass-ceramic,electrolyte_synthesis,lab_synthesis,Mechanochemical reaction of Li2S and P2S5 followed by heat treatment at 210°C for 1 h.,annealing; heat_treatment; mechanical_milling,Li2S; P2S5,,,,glass-ceramic powder,2,heat_treatment; mechanochemical_reaction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""planetary ball mill"", ""evidence"": [""The 80Li_2S\\cdot20P_2S_5 glass-ceramic was prepared by a mechanochemical reaction process of Li_2S (Idemitsu Kosan Co., >99.9%) and P_2S_5 (Aldrich, 99%) as starting materials, with subsequent heat treatment at 210°C for 1 h [14].""], ""heating_rate"": null, ""notes"": ""Mechanochemical reaction process"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""mechanochemical_reaction"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""with subsequent heat treatment at 210°C for 1 h""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 2, ""temperature"": ""210 °C"", ""time"": ""1 h"", ""type"": ""heat_treatment""]",0.95,Sulfur-carbon composite electrode for all-solid-state Li/S battery with Li_2S-P_2S_5 solid electrolyte,,2011,,信息提取结果/010-Sulfur-carbon_composite_electrode_for_all-solid-state_Li_S_battery_with_Li2S-P2S5_solid_electrolyte/sse_extraction.json
